"SalesOrderID","OrderDate","CustomerID","SalesPersonID","TerritoryID","SubTotal","TaxAmt","Freight","TotalDue"
44813,"12/02/2005",18695,NULL,9,3578.27,286.2616,89.4568,3953.9884
44814,"12/02/2005",18281,NULL,9,3578.27,286.2616,89.4568,3953.9884
44815,"12/02/2005",11444,NULL,9,3374.99,269.9992,84.3748,3729.364
44816,"12/03/2005",12321,NULL,7,3578.27,286.2616,89.4568,3953.9884
44817,"12/03/2005",14777,NULL,10,3578.27,286.2616,89.4568,3953.9884
44818,"12/03/2005",28827,NULL,4,3578.27,286.2616,89.4568,3953.9884
44819,"12/03/2005",28853,NULL,1,3578.27,286.2616,89.4568,3953.9884
44820,"12/03/2005",25972,NULL,1,3374.99,269.9992,84.3748,3729.364
44821,"12/03/2005",25975,NULL,1,3399.99,271.9992,84.9998,3756.989
44822,"12/03/2005",18486,NULL,9,3578.27,286.2616,89.4568,3953.9884
44823,"12/03/2005",18488,NULL,9,3578.27,286.2616,89.4568,3953.9884
44824,"12/03/2005",18694,NULL,9,3578.27,286.2616,89.4568,3953.9884
44825,"12/03/2005",18309,NULL,9,3578.27,286.2616,89.4568,3953.9884
44826,"12/04/2005",12308,NULL,7,3578.27,286.2616,89.4568,3953.9884
44827,"12/04/2005",25973,NULL,1,3399.99,271.9992,84.9998,3756.989
44828,"12/04/2005",28997,NULL,4,3578.27,286.2616,89.4568,3953.9884
44829,"12/04/2005",14643,NULL,1,699.0982,55.9279,17.4775,772.5036
44830,"12/04/2005",18337,NULL,9,3578.27,286.2616,89.4568,3953.9884
44831,"12/05/2005",29467,NULL,8,3374.99,269.9992,84.3748,3729.364
44832,"12/05/2005",28804,NULL,4,3578.27,286.2616,89.4568,3953.9884
44833,"12/05/2005",28842,NULL,4,3578.27,286.2616,89.4568,3953.9884
44834,"12/05/2005",25952,NULL,4,3374.99,269.9992,84.3748,3729.364
44835,"12/05/2005",18338,NULL,9,3578.27,286.2616,89.4568,3953.9884
44836,"12/05/2005",18465,NULL,9,3578.27,286.2616,89.4568,3953.9884
44837,"12/06/2005",13808,NULL,8,3578.27,286.2616,89.4568,3953.9884
44838,"12/06/2005",14138,NULL,8,3578.27,286.2616,89.4568,3953.9884
44839,"12/06/2005",28825,NULL,1,3578.27,286.2616,89.4568,3953.9884
44840,"12/06/2005",28857,NULL,4,3578.27,286.2616,89.4568,3953.9884
44841,"12/06/2005",18335,NULL,9,3578.27,286.2616,89.4568,3953.9884
44842,"12/07/2005",14140,NULL,8,3578.27,286.2616,89.4568,3953.9884
44843,"12/07/2005",29058,NULL,4,3578.27,286.2616,89.4568,3953.9884
44844,"12/07/2005",29139,NULL,4,3578.27,286.2616,89.4568,3953.9884
44845,"12/07/2005",28845,NULL,1,3578.27,286.2616,89.4568,3953.9884
44846,"12/07/2005",18334,NULL,9,3578.27,286.2616,89.4568,3953.9884
44847,"12/07/2005",11445,NULL,9,3399.99,271.9992,84.9998,3756.989
44848,"12/08/2005",28418,NULL,7,3374.99,269.9992,84.3748,3729.364
44849,"12/08/2005",17996,NULL,7,699.0982,55.9279,17.4775,772.5036
44850,"12/08/2005",19417,NULL,8,699.0982,55.9279,17.4775,772.5036
44851,"12/08/2005",22299,NULL,6,3578.27,286.2616,89.4568,3953.9884
44852,"12/08/2005",29128,NULL,4,3578.27,286.2616,89.4568,3953.9884
44853,"12/08/2005",19874,NULL,6,3374.99,269.9992,84.3748,3729.364
44854,"12/08/2005",29004,NULL,4,3578.27,286.2616,89.4568,3953.9884
44855,"12/08/2005",26692,NULL,6,699.0982,55.9279,17.4775,772.5036
44856,"12/08/2005",14651,NULL,1,699.0982,55.9279,17.4775,772.5036
44857,"12/08/2005",18484,NULL,9,3578.27,286.2616,89.4568,3953.9884
44858,"12/08/2005",18487,NULL,9,3578.27,286.2616,89.4568,3953.9884
44859,"12/08/2005",18495,NULL,9,3578.27,286.2616,89.4568,3953.9884
44860,"12/08/2005",18693,NULL,9,3578.27,286.2616,89.4568,3953.9884
44861,"12/08/2005",18288,NULL,9,3578.27,286.2616,89.4568,3953.9884
44862,"12/08/2005",18457,NULL,9,3578.27,286.2616,89.4568,3953.9884
44863,"12/08/2005",18467,NULL,9,3578.27,286.2616,89.4568,3953.9884
44864,"12/08/2005",11364,NULL,9,3374.99,269.9992,84.3748,3729.364
44865,"12/08/2005",11372,NULL,9,3374.99,269.9992,84.3748,3729.364
44866,"12/08/2005",11443,NULL,9,3374.99,269.9992,84.3748,3729.364
44867,"12/09/2005",14793,NULL,10,3578.27,286.2616,89.4568,3953.9884
44868,"12/09/2005",28852,NULL,1,3578.27,286.2616,89.4568,3953.9884
44869,"12/09/2005",18700,NULL,9,3578.27,286.2616,89.4568,3953.9884
44870,"12/09/2005",18301,NULL,9,3578.27,286.2616,89.4568,3953.9884
44871,"12/09/2005",11363,NULL,9,3399.99,271.9992,84.9998,3756.989
44872,"12/10/2005",29111,NULL,4,3578.27,286.2616,89.4568,3953.9884
44873,"12/10/2005",28828,NULL,4,3578.27,286.2616,89.4568,3953.9884
44874,"12/11/2005",18004,NULL,7,699.0982,55.9279,17.4775,772.5036
44875,"12/11/2005",29048,NULL,4,3578.27,286.2616,89.4568,3953.9884
44876,"12/11/2005",29056,NULL,4,3578.27,286.2616,89.4568,3953.9884
44877,"12/11/2005",29136,NULL,4,3578.27,286.2616,89.4568,3953.9884
44878,"12/11/2005",28807,NULL,1,3578.27,286.2616,89.4568,3953.9884
44879,"12/11/2005",28833,NULL,1,3578.27,286.2616,89.4568,3953.9884
44880,"12/11/2005",18470,NULL,9,3578.27,286.2616,89.4568,3953.9884
44881,"12/11/2005",18496,NULL,9,3578.27,286.2616,89.4568,3953.9884
44882,"12/11/2005",18703,NULL,9,3578.27,286.2616,89.4568,3953.9884
44883,"12/11/2005",18296,NULL,9,3578.27,286.2616,89.4568,3953.9884
44884,"12/11/2005",18308,NULL,9,3578.27,286.2616,89.4568,3953.9884
44885,"12/12/2005",14833,NULL,10,3578.27,286.2616,89.4568,3953.9884
44886,"12/12/2005",29108,NULL,4,3578.27,286.2616,89.4568,3953.9884
44887,"12/12/2005",28821,NULL,1,3578.27,286.2616,89.4568,3953.9884
44888,"12/12/2005",28838,NULL,1,3578.27,286.2616,89.4568,3953.9884
44889,"12/13/2005",11351,NULL,10,3374.99,269.9992,84.3748,3729.364
44890,"12/13/2005",11381,NULL,10,3399.99,271.9992,84.9998,3756.989
44891,"12/13/2005",28847,NULL,4,3578.27,286.2616,89.4568,3953.9884
44892,"12/13/2005",22267,NULL,6,3578.27,286.2616,89.4568,3953.9884
44893,"12/13/2005",28856,NULL,1,3578.27,286.2616,89.4568,3953.9884
44894,"12/13/2005",25943,NULL,4,3374.99,269.9992,84.3748,3729.364
44895,"12/13/2005",25951,NULL,4,3374.99,269.9992,84.3748,3729.364
44896,"12/13/2005",25964,NULL,1,3399.99,271.9992,84.9998,3756.989
44897,"12/13/2005",18696,NULL,9,3578.27,286.2616,89.4568,3953.9884
44898,"12/13/2005",18307,NULL,9,3578.27,286.2616,89.4568,3953.9884
44899,"12/13/2005",11353,NULL,10,3374.99,269.9992,84.3748,3729.364
44900,"12/14/2005",14778,NULL,10,3578.27,286.2616,89.4568,3953.9884
44901,"12/14/2005",12332,NULL,7,3578.27,286.2616,89.4568,3953.9884
44902,"12/14/2005",13829,NULL,8,3578.27,286.2616,89.4568,3953.9884
44903,"12/14/2005",18284,NULL,9,3578.27,286.2616,89.4568,3953.9884
44904,"12/14/2005",11359,NULL,9,3374.99,269.9992,84.3748,3729.364
44905,"12/15/2005",13822,NULL,8,3578.27,286.2616,89.4568,3953.9884
44906,"12/15/2005",14832,NULL,10,3578.27,286.2616,89.4568,3953.9884
44907,"12/15/2005",19415,NULL,8,699.0982,55.9279,17.4775,772.5036
44908,"12/15/2005",29032,NULL,4,3578.27,286.2616,89.4568,3953.9884
44909,"12/15/2005",28840,NULL,4,3578.27,286.2616,89.4568,3953.9884
44910,"12/15/2005",25969,NULL,4,3399.99,271.9992,84.9998,3756.989
44911,"12/15/2005",25976,NULL,4,3374.99,269.9992,84.3748,3729.364
44912,"12/15/2005",28966,NULL,4,3578.27,286.2616,89.4568,3953.9884
44913,"12/15/2005",18468,NULL,9,3578.27,286.2616,89.4568,3953.9884
44914,"12/15/2005",18491,NULL,9,3578.27,286.2616,89.4568,3953.9884
44915,"12/15/2005",18461,NULL,9,3578.27,286.2616,89.4568,3953.9884
44916,"12/15/2005",18463,NULL,9,3578.27,286.2616,89.4568,3953.9884
44917,"12/16/2005",13842,NULL,8,3578.27,286.2616,89.4568,3953.9884
44918,"12/16/2005",29466,NULL,8,3374.99,269.9992,84.3748,3729.364
44919,"12/16/2005",29017,NULL,1,3578.27,286.2616,89.4568,3953.9884
44920,"12/16/2005",14648,NULL,4,699.0982,55.9279,17.4775,772.5036
44921,"12/16/2005",18489,NULL,9,3578.27,286.2616,89.4568,3953.9884
44922,"12/16/2005",18277,NULL,9,3578.27,286.2616,89.4568,3953.9884
44923,"12/16/2005",18336,NULL,9,3578.27,286.2616,89.4568,3953.9884
44924,"12/17/2005",28830,NULL,1,3578.27,286.2616,89.4568,3953.9884
44925,"12/17/2005",18493,NULL,9,3578.27,286.2616,89.4568,3953.9884
44926,"12/17/2005",25706,NULL,9,699.0982,55.9279,17.4775,772.5036
44927,"12/17/2005",11448,NULL,9,3374.99,269.9992,84.3748,3729.364
44928,"12/18/2005",14843,NULL,10,3578.27,286.2616,89.4568,3953.9884
44929,"12/18/2005",12398,NULL,7,3578.27,286.2616,89.4568,3953.9884
44930,"12/18/2005",29110,NULL,4,3578.27,286.2616,89.4568,3953.9884
44931,"12/18/2005",28849,NULL,1,3578.27,286.2616,89.4568,3953.9884
44932,"12/18/2005",18303,NULL,9,3578.27,286.2616,89.4568,3953.9884
44933,"12/18/2005",18276,NULL,9,3578.27,286.2616,89.4568,3953.9884
44934,"12/19/2005",14771,NULL,10,3578.27,286.2616,89.4568,3953.9884
44935,"12/19/2005",12333,NULL,7,3578.27,286.2616,89.4568,3953.9884
44936,"12/19/2005",29044,NULL,1,3578.27,286.2616,89.4568,3953.9884
44937,"12/19/2005",22251,NULL,6,3578.27,286.2616,89.4568,3953.9884
44938,"12/19/2005",28851,NULL,1,3578.27,286.2616,89.4568,3953.9884
44939,"12/19/2005",28993,NULL,1,3578.27,286.2616,89.4568,3953.9884
44940,"12/19/2005",18490,NULL,9,3578.27,286.2616,89.4568,3953.9884
44941,"12/19/2005",18697,NULL,9,3578.27,286.2616,89.4568,3953.9884
44942,"12/19/2005",18701,NULL,9,3578.27,286.2616,89.4568,3953.9884
44943,"12/19/2005",25568,NULL,9,699.0982,55.9279,17.4775,772.5036
44944,"12/19/2005",25707,NULL,9,699.0982,55.9279,17.4775,772.5036
44945,"12/19/2005",25710,NULL,9,699.0982,55.9279,17.4775,772.5036
44946,"12/19/2005",11357,NULL,9,3374.99,269.9992,84.3748,3729.364
44947,"12/19/2005",11446,NULL,9,3399.99,271.9992,84.9998,3756.989
44948,"12/20/2005",12395,NULL,7,3578.27,286.2616,89.4568,3953.9884
44949,"12/20/2005",29474,NULL,8,3374.99,269.9992,84.3748,3729.364
44950,"12/20/2005",28835,NULL,4,3578.27,286.2616,89.4568,3953.9884
44951,"12/20/2005",28843,NULL,4,3578.27,286.2616,89.4568,3953.9884
44952,"12/20/2005",25955,NULL,4,3374.99,269.9992,84.3748,3729.364
44953,"12/20/2005",28859,NULL,1,3578.27,286.2616,89.4568,3953.9884
44954,"12/20/2005",28990,NULL,4,3578.27,286.2616,89.4568,3953.9884
44955,"12/20/2005",25709,NULL,9,699.0982,55.9279,17.4775,772.5036
44956,"12/20/2005",11449,NULL,9,3374.99,269.9992,84.3748,3729.364
44957,"12/21/2005",22247,NULL,6,3578.27,286.2616,89.4568,3953.9884
44958,"12/21/2005",20173,NULL,10,699.0982,55.9279,17.4775,772.5036
44959,"12/21/2005",29019,NULL,4,3578.27,286.2616,89.4568,3953.9884
44960,"12/21/2005",22373,NULL,6,3578.27,286.2616,89.4568,3953.9884
44961,"12/21/2005",29060,NULL,4,3578.27,286.2616,89.4568,3953.9884
44962,"12/21/2005",28831,NULL,4,3578.27,286.2616,89.4568,3953.9884
44963,"12/21/2005",25974,NULL,4,3399.99,271.9992,84.9998,3756.989
44964,"12/21/2005",14647,NULL,4,699.0982,55.9279,17.4775,772.5036
44965,"12/21/2005",14649,NULL,4,699.0982,55.9279,17.4775,772.5036
44966,"12/21/2005",18458,NULL,9,3578.27,286.2616,89.4568,3953.9884
44967,"12/22/2005",14794,NULL,10,3578.27,286.2616,89.4568,3953.9884
44968,"12/22/2005",19365,NULL,8,699.0982,55.9279,17.4775,772.5036
44969,"12/22/2005",22713,NULL,6,3578.27,286.2616,89.4568,3953.9884
44970,"12/22/2005",28820,NULL,1,3578.27,286.2616,89.4568,3953.9884
44971,"12/22/2005",28989,NULL,1,3578.27,286.2616,89.4568,3953.9884
44972,"12/22/2005",29016,NULL,1,3578.27,286.2616,89.4568,3953.9884
44973,"12/22/2005",18482,NULL,9,3578.27,286.2616,89.4568,3953.9884
44974,"12/23/2005",14776,NULL,10,3578.27,286.2616,89.4568,3953.9884
44975,"12/23/2005",28823,NULL,1,3578.27,286.2616,89.4568,3953.9884
44976,"12/23/2005",28824,NULL,1,3578.27,286.2616,89.4568,3953.9884
44977,"12/23/2005",29010,NULL,4,3578.27,286.2616,89.4568,3953.9884
44978,"12/23/2005",14652,NULL,4,699.0982,55.9279,17.4775,772.5036
44979,"12/23/2005",18469,NULL,9,3578.27,286.2616,89.4568,3953.9884
44980,"12/23/2005",18699,NULL,9,3578.27,286.2616,89.4568,3953.9884
44981,"12/23/2005",18462,NULL,9,3578.27,286.2616,89.4568,3953.9884
44982,"12/24/2005",29132,NULL,4,3578.27,286.2616,89.4568,3953.9884
44983,"12/24/2005",22252,NULL,6,3578.27,286.2616,89.4568,3953.9884
44984,"12/24/2005",29008,NULL,4,3578.27,286.2616,89.4568,3953.9884
44985,"12/24/2005",18692,NULL,9,3578.27,286.2616,89.4568,3953.9884
44986,"12/24/2005",25708,NULL,9,699.0982,55.9279,17.4775,772.5036
44987,"12/25/2005",12323,NULL,7,3578.27,286.2616,89.4568,3953.9884
44988,"12/25/2005",17999,NULL,7,699.0982,55.9279,17.4775,772.5036
44989,"12/25/2005",28854,NULL,1,3578.27,286.2616,89.4568,3953.9884
44990,"12/25/2005",14645,NULL,4,699.0982,55.9279,17.4775,772.5036
44991,"12/25/2005",18698,NULL,9,3578.27,286.2616,89.4568,3953.9884
44992,"12/25/2005",18464,NULL,9,3578.27,286.2616,89.4568,3953.9884
44993,"12/25/2005",11368,NULL,9,3374.99,269.9992,84.3748,3729.364
44994,"12/26/2005",28805,NULL,4,3578.27,286.2616,89.4568,3953.9884
44995,"12/26/2005",28841,NULL,4,3578.27,286.2616,89.4568,3953.9884
44996,"12/26/2005",25970,NULL,1,3374.99,269.9992,84.3748,3729.364
44997,"12/26/2005",28870,NULL,1,3578.27,286.2616,89.4568,3953.9884
44998,"12/26/2005",14646,NULL,4,699.0982,55.9279,17.4775,772.5036
44999,"12/26/2005",18485,NULL,9,3578.27,286.2616,89.4568,3953.9884
45000,"12/26/2005",18297,NULL,9,3578.27,286.2616,89.4568,3953.9884
45001,"12/26/2005",18302,NULL,9,3578.27,286.2616,89.4568,3953.9884
45002,"12/27/2005",13844,NULL,8,3578.27,286.2616,89.4568,3953.9884
45003,"12/27/2005",29059,NULL,4,3578.27,286.2616,89.4568,3953.9884
45004,"12/27/2005",29106,NULL,4,3578.27,286.2616,89.4568,3953.9884
45005,"12/27/2005",28844,NULL,4,3578.27,286.2616,89.4568,3953.9884
45006,"12/28/2005",12373,NULL,7,3578.27,286.2616,89.4568,3953.9884
45007,"12/28/2005",14137,NULL,8,3578.27,286.2616,89.4568,3953.9884
45008,"12/28/2005",14831,NULL,10,3578.27,286.2616,89.4568,3953.9884
45009,"12/28/2005",19387,NULL,8,699.0982,55.9279,17.4775,772.5036
45010,"12/28/2005",28869,NULL,1,3578.27,286.2616,89.4568,3953.9884
45011,"12/28/2005",22268,NULL,6,3578.27,286.2616,89.4568,3953.9884
45012,"12/28/2005",14650,NULL,1,699.0982,55.9279,17.4775,772.5036
45013,"12/28/2005",18483,NULL,9,3578.27,286.2616,89.4568,3953.9884
45014,"12/28/2005",25705,NULL,9,699.0982,55.9279,17.4775,772.5036
45015,"12/28/2005",11360,NULL,9,3399.99,271.9992,84.9998,3756.989
45016,"12/29/2005",14770,NULL,10,3578.27,286.2616,89.4568,3953.9884
45017,"12/29/2005",28826,NULL,1,3578.27,286.2616,89.4568,3953.9884
45018,"12/29/2005",18494,NULL,9,3578.27,286.2616,89.4568,3953.9884
45019,"12/29/2005",18691,NULL,9,3578.27,286.2616,89.4568,3953.9884
45020,"12/29/2005",18332,NULL,9,3578.27,286.2616,89.4568,3953.9884
45021,"12/29/2005",11358,NULL,9,3374.99,269.9992,84.3748,3729.364
45022,"12/29/2005",11447,NULL,9,3374.99,269.9992,84.3748,3729.364
45023,"12/29/2005",13807,NULL,8,3578.27,286.2616,89.4568,3953.9884
45024,"12/30/2005",29475,NULL,8,3399.99,271.9992,84.9998,3756.989
45025,"12/30/2005",29070,NULL,4,3578.27,286.2616,89.4568,3953.9884
45026,"12/30/2005",25962,NULL,1,3399.99,271.9992,84.9998,3756.989
45027,"12/30/2005",28871,NULL,1,3578.27,286.2616,89.4568,3953.9884
45028,"12/30/2005",18702,NULL,9,3578.27,286.2616,89.4568,3953.9884
45029,"12/30/2005",18331,NULL,9,3578.27,286.2616,89.4568,3953.9884
45030,"12/30/2005",11450,NULL,9,3374.99,269.9992,84.3748,3729.364
45031,"12/31/2005",14792,NULL,10,3578.27,286.2616,89.4568,3953.9884
45032,"12/31/2005",14139,NULL,8,3578.27,286.2616,89.4568,3953.9884
45033,"12/31/2005",29138,NULL,4,3578.27,286.2616,89.4568,3953.9884
45034,"12/31/2005",28822,NULL,1,3578.27,286.2616,89.4568,3953.9884
45035,"12/31/2005",28839,NULL,1,3578.27,286.2616,89.4568,3953.9884
45036,"12/31/2005",28846,NULL,4,3578.27,286.2616,89.4568,3953.9884
45037,"12/31/2005",25704,NULL,9,699.0982,55.9279,17.4775,772.5036
45038,"01/01/2006",29734,282,6,27123.6534,2613.3362,816.6676,30553.6572
45039,"01/01/2006",29994,282,6,27722.1591,2666.1894,833.1842,31221.5327
45040,"01/01/2006",29565,276,4,419.4589,40.2681,12.5838,472.3108
45041,"01/01/2006",29858,280,1,419.4589,40.2681,12.5838,472.3108
45042,"01/01/2006",29898,280,1,40648.38,3901.9785,1219.3683,45769.7268
45043,"01/01/2006",29580,283,1,32576.7309,3126.8358,977.1362,36680.7029
45044,"01/01/2006",30052,276,4,5056.7532,486.4007,152.0002,5695.1541
45045,"01/01/2006",29974,277,3,14261.358,1368.984,427.8075,16058.1495
45046,"01/01/2006",29682,281,4,838.9178,80.5361,25.1675,944.6214
45047,"01/01/2006",29614,282,6,39547.8476,3819.0898,1193.4656,44560.403
45048,"01/01/2006",29566,275,3,6127.782,588.0543,183.767,6899.6033
45049,"01/01/2006",29890,283,1,1379.5229,134.2407,41.9502,1555.7138
45050,"01/01/2006",29747,283,1,4294.9438,418.3278,130.7274,4843.999
45051,"01/01/2006",29973,275,3,3007.9647,288.7646,90.2389,3386.9682
45052,"01/01/2006",30067,282,6,28409.916,2727.3519,852.2975,31989.5654
45053,"01/01/2006",29844,275,2,19314.9998,1853.874,579.3356,21748.2094
45054,"01/01/2006",29596,282,6,13254.3593,1272.4185,397.6308,14924.4086
45055,"01/01/2006",29827,277,3,19742.7832,1894.4513,592.016,22229.2505
45056,"01/01/2006",29811,275,5,38655.486,3710.5011,1159.5316,43525.5187
45057,"01/01/2006",29824,278,6,22233.0559,2134.2282,666.9463,25034.2304
45058,"01/01/2006",29761,278,6,5488.8419,526.9288,164.6653,6180.436
45059,"01/01/2006",29489,281,4,31282.4841,3002.5801,938.3063,35223.3705
45060,"01/01/2006",29889,281,4,23946.4874,2298.1792,718.181,26962.8476
45061,"01/01/2006",29825,279,5,73261.1513,7032.2178,2197.568,82490.9371
45062,"01/01/2006",29661,279,5,15842.6258,1519.7731,474.9291,17837.328
45063,"01/01/2006",29759,275,2,11121.1886,1067.6341,333.6357,12522.4584
45064,"01/01/2006",29497,283,1,53033.1921,5089.8485,1590.5777,59713.6183
45065,"01/01/2006",29912,279,5,24025.0455,2306.4044,720.7514,27052.2013
45066,"01/01/2006",30084,279,5,419.4589,40.2681,12.5838,472.3108
45067,"01/01/2006",29610,275,2,3091.8551,298.8365,93.3864,3484.078
45068,"01/01/2006",29606,283,1,2133.1707,204.7844,63.9951,2401.9502
45069,"01/01/2006",29718,275,2,24552.133,2357.0048,736.564,27645.7018
45070,"01/01/2006",29646,277,4,28091.4187,2702.0418,844.388,31637.8485
45071,"01/01/2006",29533,275,3,5980.0532,574.0851,179.4016,6733.5399
45072,"01/01/2006",29570,277,4,2097.2945,201.3403,62.9188,2361.5536
45073,"01/01/2006",29768,276,4,419.4589,40.2681,12.5838,472.3108
45074,"01/01/2006",29992,281,4,24030.5748,2306.9054,720.9079,27058.3881
45075,"01/01/2006",29491,275,5,12231.264,1173.7225,366.7883,13771.7748
45076,"01/01/2006",29549,279,5,8164.0029,783.4267,244.8208,9192.2504
45077,"01/01/2006",29958,279,5,18869.4615,1823.6502,569.8907,21263.0024
45078,"01/01/2006",12494,NULL,7,3578.27,286.2616,89.4568,3953.9884
45079,"01/01/2006",29255,NULL,4,3578.27,286.2616,89.4568,3953.9884
45080,"01/01/2006",14657,NULL,1,699.0982,55.9279,17.4775,772.5036
45081,"01/01/2006",26782,NULL,6,699.0982,55.9279,17.4775,772.5036
45082,"01/01/2006",11455,NULL,9,3374.99,269.9992,84.3748,3729.364
45083,"01/02/2006",14947,NULL,10,3578.27,286.2616,89.4568,3953.9884
45084,"01/02/2006",29143,NULL,4,3578.27,286.2616,89.4568,3953.9884
45085,"01/02/2006",18746,NULL,9,3578.27,286.2616,89.4568,3953.9884
45086,"01/02/2006",18747,NULL,9,3578.27,286.2616,89.4568,3953.9884
45087,"01/03/2006",11388,NULL,10,3374.99,269.9992,84.3748,3729.364
45088,"01/03/2006",11398,NULL,10,3399.99,271.9992,84.9998,3756.989
45089,"01/03/2006",25977,NULL,4,3374.99,269.9992,84.3748,3729.364
45090,"01/03/2006",29170,NULL,4,3578.27,286.2616,89.4568,3953.9884
45091,"01/03/2006",18909,NULL,9,3578.27,286.2616,89.4568,3953.9884
45092,"01/03/2006",18899,NULL,9,3578.27,286.2616,89.4568,3953.9884
45093,"01/03/2006",18906,NULL,9,3578.27,286.2616,89.4568,3953.9884
45094,"01/03/2006",22785,NULL,6,3578.27,286.2616,89.4568,3953.9884
45095,"01/04/2006",11394,NULL,10,3399.99,271.9992,84.9998,3756.989
45096,"01/04/2006",12483,NULL,7,3578.27,286.2616,89.4568,3953.9884
45097,"01/04/2006",29151,NULL,4,3578.27,286.2616,89.4568,3953.9884
45098,"01/04/2006",29167,NULL,1,3578.27,286.2616,89.4568,3953.9884
45099,"01/04/2006",29174,NULL,1,3578.27,286.2616,89.4568,3953.9884
45100,"01/05/2006",19428,NULL,8,699.0982,55.9279,17.4775,772.5036
45101,"01/05/2006",22748,NULL,6,3578.27,286.2616,89.4568,3953.9884
45102,"01/05/2006",29274,NULL,4,3578.27,286.2616,89.4568,3953.9884
45103,"01/06/2006",29140,NULL,1,3578.27,286.2616,89.4568,3953.9884
45104,"01/06/2006",29142,NULL,4,3578.27,286.2616,89.4568,3953.9884
45105,"01/06/2006",22765,NULL,6,3578.27,286.2616,89.4568,3953.9884
45106,"01/06/2006",19987,NULL,6,3374.99,269.9992,84.3748,3729.364
45107,"01/06/2006",29275,NULL,4,3578.27,286.2616,89.4568,3953.9884
45108,"01/06/2006",22975,NULL,6,3578.27,286.2616,89.4568,3953.9884
45109,"01/07/2006",14937,NULL,10,3578.27,286.2616,89.4568,3953.9884
45110,"01/07/2006",18710,NULL,9,3578.27,286.2616,89.4568,3953.9884
45111,"01/07/2006",25713,NULL,9,699.0982,55.9279,17.4775,772.5036
45112,"01/07/2006",20558,NULL,10,699.0982,55.9279,17.4775,772.5036
45113,"01/08/2006",29141,NULL,4,3578.27,286.2616,89.4568,3953.9884
45114,"01/08/2006",29146,NULL,1,3578.27,286.2616,89.4568,3953.9884
45115,"01/08/2006",25984,NULL,4,3374.99,269.9992,84.3748,3729.364
45116,"01/08/2006",29204,NULL,1,3578.27,286.2616,89.4568,3953.9884
45117,"01/08/2006",14727,NULL,1,699.0982,55.9279,17.4775,772.5036
45118,"01/08/2006",18722,NULL,9,3578.27,286.2616,89.4568,3953.9884
45119,"01/08/2006",18740,NULL,9,3578.27,286.2616,89.4568,3953.9884
45120,"01/08/2006",11751,NULL,9,3399.99,271.9992,84.9998,3756.989
45121,"01/09/2006",29169,NULL,1,3578.27,286.2616,89.4568,3953.9884
45122,"01/09/2006",29236,NULL,4,3578.27,286.2616,89.4568,3953.9884
45123,"01/09/2006",22971,NULL,6,3578.27,286.2616,89.4568,3953.9884
45124,"01/09/2006",18725,NULL,9,3578.27,286.2616,89.4568,3953.9884
45125,"01/09/2006",18708,NULL,9,3578.27,286.2616,89.4568,3953.9884
45126,"01/10/2006",12480,NULL,7,3578.27,286.2616,89.4568,3953.9884
45127,"01/10/2006",29158,NULL,1,3578.27,286.2616,89.4568,3953.9884
45128,"01/10/2006",18726,NULL,9,3578.27,286.2616,89.4568,3953.9884
45129,"01/10/2006",11759,NULL,9,3374.99,269.9992,84.3748,3729.364
45130,"01/11/2006",14975,NULL,10,3578.27,286.2616,89.4568,3953.9884
45131,"01/11/2006",25979,NULL,1,3399.99,271.9992,84.9998,3756.989
45132,"01/11/2006",25985,NULL,4,3374.99,269.9992,84.3748,3729.364
45133,"01/11/2006",29163,NULL,1,3578.27,286.2616,89.4568,3953.9884
45134,"01/11/2006",22895,NULL,6,3578.27,286.2616,89.4568,3953.9884
45135,"01/11/2006",29264,NULL,4,3578.27,286.2616,89.4568,3953.9884
45136,"01/11/2006",19084,NULL,9,3578.27,286.2616,89.4568,3953.9884
45137,"01/11/2006",18735,NULL,9,3578.27,286.2616,89.4568,3953.9884
45138,"01/11/2006",11452,NULL,9,3374.99,269.9992,84.3748,3729.364
45139,"01/12/2006",12468,NULL,7,3578.27,286.2616,89.4568,3953.9884
45140,"01/12/2006",12485,NULL,7,3578.27,286.2616,89.4568,3953.9884
45141,"01/12/2006",29222,NULL,4,3578.27,286.2616,89.4568,3953.9884
45142,"01/12/2006",22901,NULL,6,3578.27,286.2616,89.4568,3953.9884
45143,"01/12/2006",29278,NULL,4,3578.27,286.2616,89.4568,3953.9884
45144,"01/12/2006",19093,NULL,9,3578.27,286.2616,89.4568,3953.9884
45145,"01/12/2006",18716,NULL,9,3578.27,286.2616,89.4568,3953.9884
45146,"01/13/2006",14950,NULL,10,3578.27,286.2616,89.4568,3953.9884
45147,"01/13/2006",29166,NULL,4,3578.27,286.2616,89.4568,3953.9884
45148,"01/13/2006",14656,NULL,1,699.0982,55.9279,17.4775,772.5036
45149,"01/14/2006",14941,NULL,10,3578.27,286.2616,89.4568,3953.9884
45150,"01/14/2006",25980,NULL,1,3399.99,271.9992,84.9998,3756.989
45151,"01/14/2006",29202,NULL,1,3578.27,286.2616,89.4568,3953.9884
45152,"01/14/2006",29276,NULL,1,3578.27,286.2616,89.4568,3953.9884
45153,"01/14/2006",19089,NULL,9,3578.27,286.2616,89.4568,3953.9884
45154,"01/14/2006",18767,NULL,9,3578.27,286.2616,89.4568,3953.9884
45155,"01/14/2006",18900,NULL,9,3578.27,286.2616,89.4568,3953.9884
