"","cidade_bairro","preco","cidade","bairro","cep","tipo","quartos","suites","banheiros","vagas","area_util","area_total","valor_medio_metro","cluster"
"2566","CuritibaAgua Verde",599000,"Curitiba","Agua Verde",80610020,1,2,1,2,1,90,153,0.35601609019606,2
"2567","CuritibaMossungue",775000,"Curitiba","Mossungue",81200230,1,3,1,2,2,126,204,5.5332818212284,1
"2568","CuritibaAgua Verde",270000,"Curitiba","Agua Verde",80620100,1,2,1,2,1,61,94,0.35601609019606,2
"2569","CuritibaBigorrilho",795000,"Curitiba","Bigorrilho",80730150,1,4,1,3,2,197,376,0.157006899057248,2
"2570","CuritibaCentro Civico",125000,"Curitiba","Centro Civico",80530110,1,1,0,1,0,35,35,-0.174155988148738,2
"2571","CuritibaMossungue",750000,"Curitiba","Mossungue",81210000,1,3,1,2,2,122,203,5.5332818212284,1
"2572","CuritibaMossungue",1500000,"Curitiba","Mossungue",81200110,1,4,3,5,2,189,332,5.5332818212284,1
"2573","CuritibaChampagnat",430000,"Curitiba","Champagnat",80730360,1,2,1,2,1,64,89,-0.19438350623857,2
"2574","Campo LargoVila Solene",260000,"Campo Largo","Vila Solene",83601100,1,2,0,2,1,59,91,-0.271444875391757,2
"2575","CuritibaMossungue",915000,"Curitiba","Mossungue",81200100,1,4,2,4,3,183,295,5.5332818212284,1
"2576","CuritibaNovo Mundo",260000,"Curitiba","Novo Mundo",81050080,1,2,0,1,1,62,98,1.40282914299853,2
"2577","CuritibaAhu",500000,"Curitiba","Ahu",80540220,1,3,1,2,1,90,130,1.62452243712246,1
"2578","CuritibaCentro",590000,"Curitiba","Centro",80410200,1,1,1,1,1,92,92,0.610945818470473,2
"2579","CuritibaAgua Verde",996110,"Curitiba","Agua Verde",80250120,1,3,3,5,2,133,167,0.35601609019606,2
"2580","CuritibaAlto da Gloria",585000,"Curitiba","Alto da Gloria",80060190,1,3,1,2,2,75,82,-0.159396553473786,2
"2581","CuritibaPortao",199000,"Curitiba","Portao",81070140,1,3,0,1,1,49,54,-0.242681670098644,2
"2582","CuritibaBatel",1090000,"Curitiba","Batel",80250070,1,4,2,3,2,216,279,-0.166557716180536,2
"2583","CuritibaHauer",150000,"Curitiba","Hauer",81630100,1,3,1,3,1,55,67,-0.269432206175456,2
"2584","CuritibaCampina do Siqueira",290000,"Curitiba","Campina do Siqueira",80730230,1,1,0,1,1,45,70,1.3348364186396,2
"2585","CuritibaAlto da Gloria",359000,"Curitiba","Alto da Gloria",80030200,1,2,0,1,1,63,120,-0.159396553473786,2
"2586","CuritibaBatel",1399000,"Curitiba","Batel",80240130,1,3,2,3,3,211,350,-0.166557716180536,2
"2587","CuritibaCampo Comprido",165000,"Curitiba","Campo Comprido",81230165,1,2,0,1,1,52,52,-0.212594402639083,2
"2588","CuritibaEcoville",230000,"Curitiba","Ecoville",81200100,1,3,0,1,1,52,62,0.155132554627676,2
"2589","CuritibaAlto da Gloria",1587570,"Curitiba","Alto da Gloria",80030230,1,3,3,5,3,170,170,-0.159396553473786,2
"2590","CuritibaCentro",290000,"Curitiba","Centro",80060140,1,3,0,2,1,104,131,0.610945818470473,2
"2591","CuritibaBatel",3500000,"Curitiba","Batel",80240010,1,4,4,7,4,380,602,-0.166557716180536,2
"2592","CuritibaCentro",205000,"Curitiba","Centro",80060070,1,2,0,1,0,34,50,0.610945818470473,2
"2593","CuritibaAgua Verde",739000,"Curitiba","Agua Verde",80240050,1,3,1,3,2,105,180,0.35601609019606,2
"2594","CuritibaBigorrilho",395000,"Curitiba","Bigorrilho",80730000,1,3,1,3,1,85,138,0.157006899057248,2
"2595","CuritibaPortao",440855,"Curitiba","Portao",81070040,1,2,1,1,1,73,133,-0.242681670098644,2
"2596","CuritibaVila Izabel",630000,"Curitiba","Vila Izabel",80320230,1,3,1,2,2,103,169,0.774648665651767,2
"2597","CuritibaAhu",480000,"Curitiba","Ahu",80540240,1,2,1,2,1,78,124,1.62452243712246,1
"2598","CuritibaAlto da XV",585000,"Curitiba","Alto da XV",80045110,1,3,1,2,2,100,193,-0.195423666746496,2
"2599","CuritibaBatel",1414000,"Curitiba","Batel",80240000,1,3,3,4,4,182,261,-0.166557716180536,2
"2600","CuritibaAgua Verde",1000000,"Curitiba","Agua Verde",80610280,1,3,3,5,3,128,275,0.35601609019606,2
"2601","CuritibaJardim das Americas",250000,"Curitiba","Jardim das Americas",81530470,1,3,0,1,1,67,81,-0.208325734575518,2
"2602","CuritibaVila Izabel",950000,"Curitiba","Vila Izabel",80320050,1,3,2,4,2,98,98,0.774648665651767,2
"2603","CuritibaBigorrilho",460000,"Curitiba","Bigorrilho",80730000,1,2,0,1,2,120,149,0.157006899057248,2
"2604","CuritibaCampina do Siqueira",427000,"Curitiba","Campina do Siqueira",81280350,1,2,1,1,1,69,69,1.3348364186396,2
"2605","CuritibaNovo Mundo",305000,"Curitiba","Novo Mundo",81010360,1,1,0,2,1,62,86,1.40282914299853,2
"2606","CuritibaChampagnat",230000,"Curitiba","Champagnat",80730230,1,1,0,1,0,33,51,-0.19438350623857,2
"2607","CuritibaAgua Verde",990000,"Curitiba","Agua Verde",80240020,1,3,1,3,2,114,114,0.35601609019606,2
"2608","PiraquaraPlanta Sao Tiago",145000,"Piraquara","Planta Sao Tiago",83307000,1,2,0,1,1,50,65,-0.321325673153861,2
"2609","CuritibaCentro Civico",987314,"Curitiba","Centro Civico",80530360,1,3,1,2,2,119,203,-0.174155988148738,2
"2610","CuritibaAlto da XV",979979,"Curitiba","Alto da XV",80045110,1,3,1,4,2,134,219,-0.195423666746496,2
"2611","CuritibaAgua Verde",1280000,"Curitiba","Agua Verde",80240030,1,4,2,5,3,181,336,0.35601609019606,2
"2612","CuritibaBatel",591000,"Curitiba","Batel",80420090,1,1,0,1,1,45,45,-0.166557716180536,2
"2613","CuritibaAhu",1449889,"Curitiba","Ahu",80540220,1,3,2,5,2,230,287,1.62452243712246,1
"2614","CuritibaAgua Verde",845209,"Curitiba","Agua Verde",80620270,1,3,1,3,2,143,143,0.35601609019606,2
"2615","CuritibaBatel",975070,"Curitiba","Batel",80250070,1,3,3,5,2,121,217,-0.166557716180536,2
"2616","CuritibaMerces",216494,"Curitiba","Merces",80430190,1,1,0,1,0,29,57,-0.218963178289305,2
"2617","CuritibaEcoville",860000,"Curitiba","Ecoville",81280330,1,3,1,2,2,130,204,0.155132554627676,2
"2618","CuritibaBigorrilho",790000,"Curitiba","Bigorrilho",80730360,1,2,2,2,2,89,168,0.157006899057248,2
"2619","CuritibaChampagnat",195000,"Curitiba","Champagnat",80730030,1,2,0,1,0,45,53,-0.19438350623857,2
"2620","CuritibaBatel",620000,"Curitiba","Batel",80830350,1,3,1,1,2,215,215,-0.166557716180536,2
"2621","ColomboRoca Grande",129000,"Colombo","Roca Grande",83402130,1,2,0,1,1,45,60,-0.311288351711261,2
"2622","CuritibaAgua Verde",355000,"Curitiba","Agua Verde",80240110,1,3,0,1,2,66,118,0.35601609019606,2
"2623","CuritibaAlto da XV",410000,"Curitiba","Alto da XV",80045090,1,3,1,2,1,95,129,-0.195423666746496,2
"2624","CuritibaAgua Verde",430000,"Curitiba","Agua Verde",80220100,1,3,1,2,1,80,126,0.35601609019606,2
"2625","CuritibaXaxim",260000,"Curitiba","Xaxim",81710110,1,3,0,2,1,76,87,-0.281937265951283,2
"2626","CuritibaReboucas",2000000,"Curitiba","Reboucas",80250220,1,3,3,5,4,264,620,-0.213187797769121,2
"2627","CuritibaBigorrilho",1100000,"Curitiba","Bigorrilho",80730320,1,3,1,4,2,168,277,0.157006899057248,2
"2628","CuritibaJuveve",970000,"Curitiba","Juveve",80030400,1,3,1,2,2,125,219,1.72174867170529,1
"2629","CuritibaPortao",890400,"Curitiba","Portao",80610280,1,3,1,3,2,128,174,-0.242681670098644,2
"2630","CuritibaJuveve",698900,"Curitiba","Juveve",80030200,1,3,1,2,2,94,107,1.72174867170529,1
"2631","CuritibaBatel",4000000,"Curitiba","Batel",80240010,1,4,4,5,4,380,603,-0.166557716180536,2
"2632","CuritibaFanny",229500,"Curitiba","Fanny",81690200,1,2,0,1,1,55,76,5.92637775970377,1
"2633","CuritibaPinheirinho",235000,"Curitiba","Pinheirinho",81870660,1,3,0,1,2,63,103,1.33557532857388,2
"2634","CuritibaSeminario",1212147,"Curitiba","Seminario",80240440,1,3,3,4,2,122,220,-0.224058770046708,2
"2635","CuritibaPortao",195000,"Curitiba","Portao",81050590,1,2,0,1,1,51,64,-0.242681670098644,2
"2636","CuritibaPortao",923790,"Curitiba","Portao",80610280,1,3,1,3,2,128,174,-0.242681670098644,2
"2637","CuritibaHauer",309000,"Curitiba","Hauer",81630180,1,2,1,2,1,60,102,-0.269432206175456,2
"2638","CuritibaCIC",199000,"Curitiba","CIC",81310020,1,2,0,1,1,66,75,-0.267641745007045,2
"2639","CuritibaAgua Verde",450000,"Curitiba","Agua Verde",80240050,1,2,1,2,1,71,116,0.35601609019606,2
"2640","CuritibaBacacheri",249000,"Curitiba","Bacacheri",82515396,1,2,0,1,1,54,70,1.12257117600166,2
"2641","CuritibaCabral",1249000,"Curitiba","Cabral",80035030,1,3,3,4,2,117,221,0.120070326886263,2
"2642","CuritibaSanta Felicidade",499400,"Curitiba","Santa Felicidade",82020000,1,3,1,2,2,72,138,-0.201932923245291,2
"2643","CuritibaCampo Comprido",448000,"Curitiba","Campo Comprido",81200520,1,3,1,2,1,98,114,-0.212594402639083,2
"2644","CuritibaBatel",899000,"Curitiba","Batel",80240460,1,3,1,3,2,150,210,-0.166557716180536,2
"2645","CuritibaBacacheri",248000,"Curitiba","Bacacheri",82515396,1,2,0,1,1,54,78,1.12257117600166,2
"2646","CuritibaAgua Verde",660000,"Curitiba","Agua Verde",80620140,1,2,2,3,2,86,172,0.35601609019606,2
"2647","CuritibaCapao Raso",210000,"Curitiba","Capao Raso",81130330,1,3,0,1,1,51,59,-0.2519400733679,2
"2648","CuritibaCampo Comprido",1080000,"Curitiba","Campo Comprido",81200525,1,3,3,4,3,163,314,-0.212594402639083,2
"2649","CuritibaCentro",551800,"Curitiba","Centro",80250030,1,2,1,3,2,73,73,0.610945818470473,2
"2650","CuritibaAlto da Gloria",1999000,"Curitiba","Alto da Gloria",80030230,1,3,3,3,3,229,229,-0.159396553473786,2
"2651","CuritibaEcoville",702945,"Curitiba","Ecoville",81280340,1,3,1,2,2,109,191,0.155132554627676,2
"2652","Campo LargoJardim Itaqui",130990,"Campo Largo","Jardim Itaqui",83604581,1,2,0,1,1,40,40,-0.313131023134622,2
"2653","CuritibaBigorrilho",1250000,"Curitiba","Bigorrilho",80250060,1,3,2,4,2,170,246,0.157006899057248,2
"2654","Fazenda Rio GrandeEstados",130000,"Fazenda Rio Grande","Estados",83830211,1,2,0,1,1,40,40,-0.289123369453484,2
"2655","CuritibaNovo Mundo",208872,"Curitiba","Novo Mundo",81110040,1,1,0,1,1,41,41,1.40282914299853,2
"2656","CuritibaBairro Alto",189039,"Curitiba","Bairro Alto",82840020,1,3,0,2,0,67,74,-0.271391862298739,2
"2657","CuritibaCristo Rei",890000,"Curitiba","Cristo Rei",80050470,1,3,2,3,2,143,200,-0.238827454619527,2
"2658","CuritibaBatel",1250000,"Curitiba","Batel",80240260,1,4,4,6,3,276,400,-0.166557716180536,2
"2659","CuritibaCentro Civico",987314,"Curitiba","Centro Civico",80530360,1,3,1,2,2,119,203,-0.174155988148738,2
"2660","CuritibaBatel",4400000,"Curitiba","Batel",80730380,1,4,4,5,5,610,857,-0.166557716180536,2
"2661","CuritibaCentro",420000,"Curitiba","Centro",80250020,1,3,0,1,1,124,156,0.610945818470473,2
"2662","CuritibaCIC",234000,"Curitiba","CIC",81350274,1,3,1,2,1,61,61,-0.267641745007045,2
"2663","CuritibaJuveve",810000,"Curitiba","Juveve",80540250,1,3,1,2,2,107,137,1.72174867170529,1
"2664","CuritibaCampo Comprido",800000,"Curitiba","Campo Comprido",81210310,1,3,1,2,2,101,244,-0.212594402639083,2
"2665","CuritibaSanta Quiteria",696000,"Curitiba","Santa Quiteria",80310170,1,4,2,4,2,147,218,-0.270579762271141,2
"2666","CuritibaReboucas",520000,"Curitiba","Reboucas",80230030,1,2,1,2,1,72,97,-0.213187797769121,2
"2667","CuritibaCabral",825000,"Curitiba","Cabral",82620020,1,3,1,2,1,105,161,0.120070326886263,2
"2668","CuritibaAlto da Gloria",994671,"Curitiba","Alto da Gloria",80530260,1,3,1,3,2,116,116,-0.159396553473786,2
"2669","CuritibaCentro Civico",780000,"Curitiba","Centro Civico",80530230,1,3,1,3,3,200,298,-0.174155988148738,2
"2670","CuritibaMossungue",415000,"Curitiba","Mossungue",81280330,1,3,1,2,1,70,112,5.5332818212284,1
"2671","CuritibaTingui",248000,"Curitiba","Tingui",82620020,1,2,0,1,1,54,54,2.76747025686138,2
"2672","CuritibaCabral",590000,"Curitiba","Cabral",80035260,1,3,1,2,2,83,100,0.120070326886263,2
"2673","CuritibaTingui",230000,"Curitiba","Tingui",82620230,1,2,0,1,1,55,85,2.76747025686138,2
"2674","CuritibaPortao",890400,"Curitiba","Portao",80610280,1,2,0,2,2,128,128,-0.242681670098644,2
"2675","CuritibaAgua Verde",430000,"Curitiba","Agua Verde",80620080,1,3,1,3,1,146,178,0.35601609019606,2
"2676","CuritibaCabral",1450000,"Curitiba","Cabral",81070110,1,4,2,5,2,209,315,0.120070326886263,2
"2677","CuritibaEcoville",830000,"Curitiba","Ecoville",81210000,1,3,1,3,2,128,210,0.155132554627676,2
"2678","CuritibaCajuru",288000,"Curitiba","Cajuru",82940350,1,2,1,1,2,68,104,-0.265348004946388,2
"2679","CuritibaBatel",245000,"Curitiba","Batel",80240031,1,2,0,2,1,67,67,-0.166557716180536,2
"2680","CuritibaMerces",660000,"Curitiba","Merces",80430040,1,2,1,3,2,124,190,-0.218963178289305,2
"2681","CuritibaAgua Verde",750000,"Curitiba","Agua Verde",80240050,1,3,1,3,2,104,178,0.35601609019606,2
"2682","CuritibaSanta Candida",149000,"Curitiba","Santa Candida",82640320,1,2,0,1,1,52,57,0.879129955283939,2
"2683","CuritibaCristo Rei",420000,"Curitiba","Cristo Rei",80050250,1,3,1,2,1,87,139,-0.238827454619527,2
"2684","CuritibaAlto da XV",1548000,"Curitiba","Alto da XV",80045140,1,4,2,4,2,164,220,-0.195423666746496,2
"2685","CuritibaCapao Raso",190000,"Curitiba","Capao Raso",81130220,1,2,0,1,1,45,65,-0.2519400733679,2
"2686","CuritibaCentro",230000,"Curitiba","Centro",80410001,1,3,0,2,0,80,84,0.610945818470473,2
"2687","CuritibaCabral",799000,"Curitiba","Cabral",80035230,1,3,1,2,2,126,126,0.120070326886263,2
"2688","CuritibaBoa Vista",320000,"Curitiba","Boa Vista",82540130,1,3,0,1,1,65,96,0.65680484212823,2
"2689","CuritibaFazendinha",149900,"Curitiba","Fazendinha",81240000,1,2,0,1,1,45,45,-0.282978625265449,2
"2690","CuritibaJuveve",1450000,"Curitiba","Juveve",80540250,1,3,1,2,2,167,214,1.72174867170529,1
"2691","CuritibaBacacheri",221000,"Curitiba","Bacacheri",82510050,1,1,0,1,0,35,53,1.12257117600166,2
"2692","CuritibaAlto da Gloria",875000,"Curitiba","Alto da Gloria",80030000,1,3,1,4,2,112,216,-0.159396553473786,2
"2693","CuritibaCentro",275000,"Curitiba","Centro",80010100,1,1,0,1,1,32,73,0.610945818470473,2
"2694","CuritibaCampo de Santana",139999,"Curitiba","Campo de Santana",81490530,1,2,0,1,1,43,53,-0.309667513489939,2
"2695","CuritibaCristo Rei",625000,"Curitiba","Cristo Rei",80050380,1,3,1,2,2,78,148,-0.238827454619527,2
"2696","CuritibaUberaba",240000,"Curitiba","Uberaba",81580010,1,1,1,2,1,59,93,-0.270432126202608,2
"2697","CuritibaAhu",1260000,"Curitiba","Ahu",80540020,1,3,3,4,3,139,177,1.62452243712246,1
"2698","CuritibaSao Francisco",160000,"Curitiba","Sao Francisco",80510070,1,1,0,1,0,31,45,-0.24226739681469,2
"2699","CuritibaBairro Alto",265000,"Curitiba","Bairro Alto",82840020,1,3,1,2,1,67,73,-0.271391862298739,2
"2700","CuritibaCabral",395000,"Curitiba","Cabral",80035120,1,3,1,3,1,115,167,0.120070326886263,2
"2701","CuritibaBoa Vista",245000,"Curitiba","Boa Vista",82540115,1,2,0,1,1,51,64,0.65680484212823,2
"2702","CuritibaAgua Verde",409000,"Curitiba","Agua Verde",80610080,1,3,1,2,1,83,130,0.35601609019606,2
"2703","CuritibaPortao",486105,"Curitiba","Portao",81070040,1,3,1,2,2,85,170,-0.242681670098644,2
"2704","CuritibaMerces",660000,"Curitiba","Merces",80430040,1,2,1,3,2,124,190,-0.218963178289305,2
"2705","CuritibaCampina do Siqueira",1086317,"Curitiba","Campina do Siqueira",80730230,1,3,1,3,2,168,168,1.3348364186396,2
"2706","CuritibaBigorrilho",195000,"Curitiba","Bigorrilho",80730030,1,2,0,1,0,54,54,0.157006899057248,2
"2707","CuritibaVila Izabel",1200000,"Curitiba","Vila Izabel",80320270,1,4,2,4,2,223,223,0.774648665651767,2
"2708","CuritibaAgua Verde",1822940,"Curitiba","Agua Verde",80240090,1,3,1,2,3,232,429,0.35601609019606,2
"2709","CuritibaSanta Candida",150000,"Curitiba","Santa Candida",82720000,1,2,0,1,1,42,61,0.879129955283939,2
"2710","CuritibaNovo Mundo",568000,"Curitiba","Novo Mundo",81010330,1,3,1,2,2,85,153,1.40282914299853,2
"2711","CuritibaCabral",918000,"Curitiba","Cabral",80035170,1,3,1,3,2,125,250,0.120070326886263,2
"2712","CuritibaBatel",472000,"Curitiba","Batel",80420164,1,1,1,1,1,50,91,-0.166557716180536,2
"2713","CuritibaAgua Verde",450000,"Curitiba","Agua Verde",80610000,1,2,1,2,1,66,122,0.35601609019606,2
"2714","CuritibaNovo Mundo",229500,"Curitiba","Novo Mundo",81020770,1,2,0,1,1,76,80,1.40282914299853,2
"2715","CuritibaPortao",575000,"Curitiba","Portao",80320200,1,3,1,2,2,98,143,-0.242681670098644,2
"2716","CuritibaAlto da Gloria",959000,"Curitiba","Alto da Gloria",80530260,1,3,3,4,2,118,206,-0.159396553473786,2
"2717","CuritibaCabral",1275000,"Curitiba","Cabral",80035090,1,3,2,3,3,240,370,0.120070326886263,2
"2718","CuritibaAhu",998000,"Curitiba","Ahu",80540240,1,4,2,5,2,185,260,1.62452243712246,1
"2719","CuritibaPrado Velho",167000,"Curitiba","Prado Velho",80215202,1,1,1,1,0,31,43,-0.171309025209323,2
"2720","ColomboRoca Grande",147000,"Colombo","Roca Grande",83403350,1,3,0,1,1,54,54,-0.311288351711261,2
"2721","PinhaisVargem Grande",149900,"Pinhais","Vargem Grande",83321030,1,2,1,1,1,47,61,6.2914268051976,1
"2722","CuritibaBigorrilho",1049100,"Curitiba","Bigorrilho",80730390,1,3,1,3,2,115,139,0.157006899057248,2
"2723","CuritibaEcoville",1750000,"Curitiba","Ecoville",81200110,1,3,3,5,3,230,375,0.155132554627676,2
"2724","CuritibaCapao Raso",365000,"Curitiba","Capao Raso",81130040,1,3,1,2,1,78,124,-0.2519400733679,2
"2725","CuritibaCabral",278000,"Curitiba","Cabral",80035130,1,2,1,2,1,64,134,0.120070326886263,2
"2726","CuritibaAlto da Gloria",816000,"Curitiba","Alto da Gloria",80030340,1,2,2,2,2,105,220,-0.159396553473786,2
"2727","CuritibaTingui",199900,"Curitiba","Tingui",82620230,1,2,0,1,1,48,48,2.76747025686138,2
"2728","CuritibaReboucas",360000,"Curitiba","Reboucas",80250130,1,2,1,3,2,91,129,-0.213187797769121,2
"2729","CuritibaCristo Rei",270000,"Curitiba","Cristo Rei",80050240,1,2,0,1,1,62,90,-0.238827454619527,2
"2730","CuritibaNovo Mundo",162778,"Curitiba","Novo Mundo",81110040,1,1,0,1,1,41,41,1.40282914299853,2
"2731","CuritibaJuveve",1490000,"Curitiba","Juveve",80035010,1,2,2,3,4,163,292,1.72174867170529,1
"2732","Campo LargoBom Jesus",144000,"Campo Largo","Bom Jesus",83601390,1,2,0,1,1,48,61,-0.326478440756227,2
"2733","CuritibaCentro",385000,"Curitiba","Centro",80010180,1,2,0,1,1,64,94,0.610945818470473,2
"2734","CuritibaJuveve",1480000,"Curitiba","Juveve",80030230,1,3,3,5,2,168,168,1.72174867170529,1
"2735","CuritibaAgua Verde",1598000,"Curitiba","Agua Verde",80620240,1,4,4,6,3,278,335,0.35601609019606,2
"2736","CuritibaPortao",750000,"Curitiba","Portao",80320250,1,3,3,5,2,155,189,-0.242681670098644,2
"2737","CuritibaPortao",465000,"Curitiba","Portao",80330340,1,3,1,2,1,79,120,-0.242681670098644,2
"2738","CuritibaAgua Verde",1822940,"Curitiba","Agua Verde",80240090,1,3,1,2,3,232,429,0.35601609019606,2
"2739","CuritibaSanta Felicidade",499400,"Curitiba","Santa Felicidade",82020000,1,3,1,2,2,72,138,-0.201932923245291,2
"2740","CuritibaCristo Rei",310000,"Curitiba","Cristo Rei",80050520,1,3,1,2,1,65,101,-0.238827454619527,2
"2741","CuritibaVila Izabel",500000,"Curitiba","Vila Izabel",80230270,1,2,1,2,1,80,105,0.774648665651767,2
"2742","CuritibaCajuru",139900,"Curitiba","Cajuru",82900270,1,1,0,1,0,24,32,-0.265348004946388,2
"2743","CuritibaBacacheri",393000,"Curitiba","Bacacheri",82520760,1,3,1,2,1,82,122,1.12257117600166,2
"2744","CuritibaVila Izabel",572000,"Curitiba","Vila Izabel",80320040,1,3,1,2,1,85,85,0.774648665651767,2
"2745","Campo LargoCentro",148000,"Campo Largo","Centro",83601140,1,2,0,1,1,43,48,-0.273176782660301,2
"2746","CuritibaMerces",780627,"Curitiba","Merces",80510130,1,3,1,2,2,115,236,-0.218963178289305,2
"2747","CuritibaAgua Verde",1250000,"Curitiba","Agua Verde",80210060,1,3,3,4,2,133,225,0.35601609019606,2
"2748","CuritibaAgua Verde",2990000,"Curitiba","Agua Verde",80240050,1,4,2,5,4,315,484,0.35601609019606,2
"2749","ColomboGuarani",193000,"Colombo","Guarani",83408050,1,3,0,1,1,54,77,-0.283257290484087,2
"2750","CuritibaPortao",190000,"Curitiba","Portao",80610180,1,1,0,1,0,29,29,-0.242681670098644,2
"2751","CuritibaCampo Comprido",335000,"Curitiba","Campo Comprido",81220190,1,2,1,2,1,61,88,-0.212594402639083,2
"2752","CuritibaPortao",640000,"Curitiba","Portao",80320100,1,2,2,4,4,80,105,-0.242681670098644,2
"2753","CuritibaJuveve",919000,"Curitiba","Juveve",80530300,1,3,2,3,2,117,117,1.72174867170529,1
"2754","CuritibaAgua Verde",550000,"Curitiba","Agua Verde",80620140,1,2,1,2,2,77,110,0.35601609019606,2
"2755","CuritibaVila Izabel",580000,"Curitiba","Vila Izabel",80320290,1,3,1,2,1,112,171,0.774648665651767,2
"2756","CuritibaBigorrilho",365000,"Curitiba","Bigorrilho",80730000,1,2,0,2,1,57,110,0.157006899057248,2
"2757","CuritibaAlto da XV",448700,"Curitiba","Alto da XV",80045190,1,2,1,2,1,68,112,-0.195423666746496,2
"2758","CuritibaCIC",488000,"Curitiba","CIC",81280430,1,3,1,2,2,89,167,-0.267641745007045,2
"2759","CuritibaAgua Verde",207000,"Curitiba","Agua Verde",80240110,1,1,0,1,1,30,51,0.35601609019606,2
"2760","CuritibaHauer",249000,"Curitiba","Hauer",80050540,1,2,1,2,1,55,55,-0.269432206175456,2
"2761","CuritibaMossungue",350000,"Curitiba","Mossungue",81200100,1,2,0,1,1,59,89,5.5332818212284,1
"2762","CuritibaPinheirinho",390000,"Curitiba","Pinheirinho",81690410,1,2,0,1,1,47,56,1.33557532857388,2
"2763","CuritibaAgua Verde",409000000,"Curitiba","Agua Verde",80630150,1,2,1,2,1,69,69,0.35601609019606,2
"2764","CuritibaCentro",309100,"Curitiba","Centro",80020270,1,2,0,1,1,50,50,0.610945818470473,2
"2765","CuritibaBoa Vista",369000,"Curitiba","Boa Vista",82560435,1,3,1,2,2,74,97,0.65680484212823,2
"2766","CuritibaTingui",229000,"Curitiba","Tingui",82620140,1,2,0,1,1,54,97,2.76747025686138,2
"2767","CuritibaAhu",380000,"Curitiba","Ahu",80540230,1,3,1,3,1,104,134,1.62452243712246,1
"2768","CuritibaBatel",1500000,"Curitiba","Batel",80240170,1,3,3,4,3,161,297,-0.166557716180536,2
"2769","CuritibaAgua Verde",347162,"Curitiba","Agua Verde",80230000,1,1,0,1,1,48,48,0.35601609019606,2
"2770","CuritibaCabral",701820,"Curitiba","Cabral",80035130,1,3,1,2,2,90,90,0.120070326886263,2
"2771","CuritibaChampagnat",470000,"Curitiba","Champagnat",80730360,1,2,1,1,1,64,100,-0.19438350623857,2
"2772","CuritibaCristo Rei",265000,"Curitiba","Cristo Rei",80050380,1,2,0,1,1,74,91,-0.238827454619527,2
"2773","CuritibaCIC",169000,"Curitiba","CIC",81230000,1,3,0,1,1,53,61,-0.267641745007045,2
"2774","CuritibaNovo Mundo",520000,"Curitiba","Novo Mundo",81050080,1,3,1,2,1,93,142,1.40282914299853,2
"2775","CuritibaBacacheri",710000,"Curitiba","Bacacheri",82510300,1,3,1,3,2,106,182,1.12257117600166,2
"2776","CuritibaCentro",235000,"Curitiba","Centro",80250030,1,1,0,1,1,44,106,0.610945818470473,2
"2777","CuritibaBacacheri",355000,"Curitiba","Bacacheri",82515280,1,2,1,2,1,79,131,1.12257117600166,2
"2778","CuritibaBoa Vista",1290000,"Curitiba","Boa Vista",82540050,1,3,1,3,3,179,318,0.65680484212823,2
"2779","CuritibaCapao Raso",280000,"Curitiba","Capao Raso",81110070,1,2,0,1,1,50,98,-0.2519400733679,2
"2780","CuritibaNovo Mundo",215000,"Curitiba","Novo Mundo",81020050,1,3,0,1,1,62,85,1.40282914299853,2
"2781","CuritibaBigorrilho",487000,"Curitiba","Bigorrilho",80730320,1,2,1,1,1,77,105,0.157006899057248,2
"2782","CuritibaCristo Rei",890000,"Curitiba","Cristo Rei",80050420,1,3,1,2,2,108,238,-0.238827454619527,2
"2783","CuritibaPortao",595000,"Curitiba","Portao",80330320,1,3,1,2,3,118,162,-0.242681670098644,2
"2784","CuritibaAgua Verde",2950000,"Curitiba","Agua Verde",80240050,1,4,3,6,4,442,622,0.35601609019606,2
"2785","CuritibaAlto da XV",470000,"Curitiba","Alto da XV",80050040,1,3,1,2,1,79,102,-0.195423666746496,2
"2786","CuritibaMossungue",2211000,"Curitiba","Mossungue",81210220,1,4,4,6,3,277,277,5.5332818212284,1
"2787","CuritibaSao Francisco",170000,"Curitiba","Sao Francisco",80410110,1,1,0,1,0,33,48,-0.24226739681469,2
"2788","CuritibaAgua Verde",502560,"Curitiba","Agua Verde",80620400,1,2,1,2,2,77,145,0.35601609019606,2
"2789","CuritibaCentro",630000,"Curitiba","Centro",80060020,1,3,1,2,1,143,183,0.610945818470473,2
"2790","CuritibaBigorrilho",480000,"Curitiba","Bigorrilho",80730320,1,2,1,1,1,69,69,0.157006899057248,2
"2791","CuritibaMerces",250000,"Curitiba","Merces",80810350,1,2,1,2,1,56,80,-0.218963178289305,2
"2792","CuritibaNovo Mundo",445000,"Curitiba","Novo Mundo",81050210,1,3,1,2,1,78,129,1.40282914299853,2
"2793","CuritibaAgua Verde",395000,"Curitiba","Agua Verde",80610030,1,3,1,3,1,105,161,0.35601609019606,2
"2794","CuritibaCentro Civico",780000,"Curitiba","Centro Civico",80530230,1,3,1,3,3,200,298,-0.174155988148738,2
"2795","CuritibaAgua Verde",750000,"Curitiba","Agua Verde",80240050,1,3,1,2,2,104,178,0.35601609019606,2
"2796","CuritibaCentro Civico",987314,"Curitiba","Centro Civico",80530360,1,3,1,2,2,119,203,-0.174155988148738,2
"2797","CuritibaBigorrilho",550000,"Curitiba","Bigorrilho",80710000,1,3,1,2,1,144,186,0.157006899057248,2
